,asr_transcript,uniqueId
1122,I liked for the lights to go on now ,sample1122-0510
1123,I didn't like it under the darker ,sample1123-0511
1124,I like more alighting in the bedroom ,sample1124-0512
1125,I'd like the bedroom lights to be at ten per cent ,sample1125-0513
1126,I did like the brightness changed in the sid ,sample1126-0514
1127,I would like the brightness that two twenty ,sample1127-0515
1128,If like the brightness turned to him ,sample1128-0516
1129,I'd like to brightness turned up ,sample1129-0517
1130,I'd like the brightness turned up in the garage ,sample1130-0518
1131,I'd like the house lights to be set to twelve ,sample1131-0519
1132,Can the changing room lights be turned on ,sample1132-0052
1133,I'd like the kitchen to be brighter ,sample1133-0520
1134,I liked the light to increase in the pantry ,sample1134-0521
1135,Oh like lives in interest to be on ,sample1135-0522
1136,I like the lights in the laundry rome to be at level twenty two ,sample1136-0523
1137,Like the lights off in the vestibule ,sample1137-0524
1138,I'd like the lights to be shut off ,sample1138-0527
1139,All eyed the lives to be shut down ,sample1139-0528
1140,I like life's returned on ,sample1140-0529
1141,Can the laundry room have green lights ,sample1141-0053
1142,I'd like glide to change in the large meeting room ,sample1142-0530
1143,I'd like the lights to not be so bright ,sample1143-0531
1144,At length the lights turned down in the kid's room ,sample1144-0532
1145,I'd like the living room lights to be a twelve per cent ,sample1145-0533
1146,I would like the bogging loads to win it ,sample1146-0534
1147,I'd like to vestibule lighting to be at thirty nine ,sample1147-0535
1148,I'd like to activate delights in my cubicle ,sample1148-0536
1149,I liked to have pink lighting and the bathroom ,sample1149-0537
1150,I would like to lights to be green please ,sample1150-0538
1151,I'd like to lower the lights in the bedroom ,sample1151-0539
1152,Can the lights be read instead ,sample1152-0054
1153,I prefer to lights were on now ,sample1153-0540
1154,I'd prefer it to be brighter ,sample1154-0541
1155,I'd prefer the bathroom like to be at thirty nine ,sample1155-0542
1156,I prefer the laundry run lights to be turned to green ,sample1156-0543
1157,I'd prefer the lights to be on ,sample1157-0544
1158,I'd prefer the office lights to be on ,sample1158-0545
1159,Out before the dawn it lighting to be at levels dwell ,sample1159-0546
1160,I'm done with the lights in the dining room ,sample1160-0547
1161,I mean the basement these done the lights on ,sample1161-0548
1162,I meant the kitchen and i need some lights ,sample1162-0549
1163,Can the living room lights be turned off ,sample1163-0055
1164,I'm in the kitchen can you give me some lads please ,sample1164-0550
1165,Illuminates the entrance ,sample1165-0551
1166,In the basement turned the brightness to twenty ,sample1166-0552
1167,In the bathroom turn up the light power ,sample1167-0553
1168,In the change in room turned down the light power ,sample1168-0554
1169,And the cubicle and switch off the lights ,sample1169-0555
1170,In the entrance changed the colors to read ,sample1170-0556
1171,In the entrance make the lights pink ,sample1171-0557
1172,In the garage changed the lights to pink ,sample1172-0558
1173,In the gates bedroom meg the late spink ,sample1173-0559
1174,And we change the house sliding to twelve ,sample1174-0056
1175,And then kids bedroom turned the light saw ,sample1175-0560
1176,In the laundry room turned down the light power ,sample1176-0561
1177,In the leaving room make the lights green ,sample1177-0562
1178,In the lounge change it to level too ,sample1178-0563
1179,In the lounge turned the light sah ,sample1179-0564
1180,In the pantry turned down the brightness ,sample1180-0565
1181,In the pantry turn up the brightness ,sample1181-0566
1182,And the small meeting them the lights must be pink ,sample1182-0567
1183,And the cellar set the brightness of the light opes to dwell ,sample1183-0568
1184,Increase brightness please ,sample1184-0569
1185,Can we changed so lights to anything but peak ,sample1185-0057
1186,Increase brightness to fifty ,sample1186-0570
1187,Increase brightness to seventy three ,sample1187-0571
1188,Increase laid brightness ,sample1188-0572
1189,Increase light intensity ,sample1189-0573
1190,Increase lighting an entire apartment ,sample1190-0574
1191,Increase lighting in small meaty room ,sample1191-0575
1192,Increase lights in entire house ,sample1192-0576
1193,Increase the brightness in the changing room ,sample1193-0577
1194,Increase the brightness of the basement ,sample1194-0578
1195,Increase the brightness of the church annelides ,sample1195-0579
1196,Can we make the whole house at twenty two ,sample1196-0058
1197,Increase the brightness of the lights in the selah ,sample1197-0580
1198,Increase of brightness of the lights in the dining room ,sample1198-0581
1199,Increase of brightness of the lights in the entrance ,sample1199-0582
1200,Increase the brightness of the lights ,sample1200-0583
1201,Increase the brightness of this room ,sample1201-0584
1202,Increase the brightness to seventy three ,sample1202-0585
1203,Increase the brightness to ten ,sample1203-0586
1204,Encouraged to kill wiggle five intensity ,sample1204-0587
1205,Increase the intensity of the lighting ,sample1205-0588
1206,Gracie insensibly obliging please ,sample1206-0589
1207,Green light in the said ,sample1207-0059
1208,Increasing density of the late ,sample1208-0590
1209,Increase died in the changing room ,sample1209-0591
1210,Increase the light intensity ,sample1210-0592
1211,Increase the light intensity in the vestibule ,sample1211-0593
1212,Increase the lining ,sample1212-0594
1213,Increase delighting in the give hope ,sample1213-0595
1214,In trees delighting in the vestibule ,sample1214-0596
1215,Increase the lighting intensity ,sample1215-0597
1216,Increase the lighting intensity please ,sample1216-0598
1217,Increase the lights in the bedroom ,sample1217-0599
1218,Acted at the point its lights ,sample1218-0006
1219,Can you changed a bathroom light loo ,sample1219-0060
1220,Increase the lights in the garden ,sample1220-0600
1221,Increase the lights in the toilet ,sample1221-0601
1222,Increase the lights on the patio ,sample1222-0602
1223,Increase the lights please ,sample1223-0603
1224,Increase the lights it is too dark ,sample1224-0604
1225,It had possible to turn down the brightness ,sample1225-0605
1226,Is it o k for you to decrease the brightness of the lights ,sample1226-0606
1227,Is it possible for you to turn the lights up in this unlooked for us ,sample1227-0607
1228,Is it possible to get the lounge brightness to five ,sample1228-0608
1229,You feet botha bertel down don't oblate nothing that gets bedroom ,sample1229-0609
1230,January changed the colour of the liked to read in the lodge meeting room ,sample1230-0061
1231,Is it possible to turn on studio late ,sample1231-0610
1232,Is it possible to turn the lights on ,sample1232-0611
1233,Is it possible to turn the lights down in this room ,sample1233-0612
1234,If they had a way to don't the kitchen lights to read ,sample1234-0613
1235,Is there any made you can chiming of the light could be blue ,sample1235-0614
1236,It is too dark on the patio increase the lights ,sample1236-0615
1237,It is too dark more lights ,sample1237-0616
1238,It stood right in here ,sample1238-0617
1239,It's too bright bring the lights down ,sample1239-0618
1240,Still bright please make a darker ,sample1240-0619
1241,There are your chairs they kids room to ray ,sample1241-0062
1242,It's due dodd can here ,sample1242-0620
1243,It's too dark and hear brightened the lights a bit ,sample1243-0621
1244,So dark and the bedroom ,sample1244-0622
1245,To darken the waiting room ,sample1245-0623
1246,Its way to darken here ,sample1246-0624
1247,Kill the bathroom lights ,sample1247-0625
1248,Kill the lights in the bedroom ,sample1248-0626
1249,Kill the life's ne try apartment ,sample1249-0627
1250,Let in the brightness for me ,sample1250-0628
1251,Less than the brightness of the lights in the bedroom ,sample1251-0629
1252,Can you change your late in the garden to bank ,sample1252-0063
1253,Let there be lie ,sample1253-0630
1254,Laevsky and again and landing to render do ,sample1254-0631
1255,Let's have red lights ,sample1255-0632
1256,Let's have the entrance be read ,sample1256-0633
1257,Let's go over to the immensity of the light ,sample1257-0634
1258,Let's make the vestibule green ,sample1258-0635
1259,Let's get their powder likes to be blue ,sample1259-0636
1260,Let the lower the light please ,sample1260-0637
1261,Let's make the entrance lading therein ,sample1261-0638
1262,Let's make the lights bink ,sample1262-0639
1263,And you saint delighting in the bathroom ,sample1263-0064
1264,It's turn off the like in the office ,sample1264-0640
1265,Light up the vestibule ,sample1265-0641
1266,Biting needs to be adjusted to level doing the cubicle ,sample1266-0642
1267,Lights in the backyards be read ,sample1267-0643
1268,Why it in the kid's badger must beyond his ,sample1268-0644
1269,Wherefore intend fleet ,sample1269-0645
1270,Why it's off in the living room ,sample1270-0646
1271,Light self please ,sample1271-0647
1272,Lights off ,sample1272-0648
1273,Lights on and the kid's bedroom please ,sample1273-0649
1274,Can you change lighting intensity of the laundry room to twenty two ,sample1274-0065
1275,Lights on now ,sample1275-0650
1276,Lights out ,sample1276-0651
1277,Lights out please ,sample1277-0652
1278,Lights out please ,sample1278-0653
1279,Lower olive variety ,sample1279-0654
1280,Lower brightness ,sample1280-0655
1281,Lo what greatness in the back yard ,sample1281-0656
1282,Lower brightness in the toilets room ,sample1282-0657
1283,Lower light brightness ,sample1283-0658
1284,Lower lighting in the back yard ,sample1284-0659
1285,Gan to change the light two fifty on the bashville ,sample1285-0066
1286,Lower the brightness ,sample1286-0660
1287,Lower the brightness in the cubicle ,sample1287-0661
1288,Oh the brightness and the facilities room ,sample1288-0662
1289,O'er the brightness in the garden ,sample1289-0663
1290,Laura the intensity of the lights ,sample1290-0664
1291,Lower the lightning and the garage ,sample1291-0665
1292,Lower the lights ,sample1292-0666
1293,Oh it a lighter than my bedroom please ,sample1293-0667
1294,But with a light in the changing room ,sample1294-0668
1295,Lord of the lives in the dining room ,sample1295-0669
1296,Can you changed the lights to green ,sample1296-0067
1297,Lower the lights on the patio ,sample1297-0670
1298,No one of the laid stoop winby ,sample1298-0671
1299,Oh the lights ,sample1299-0672
1300,Meg edges men's godeschal deal i deemed a woman ,sample1300-0673
1301,Make certain no lights are on and the bathroom ,sample1301-0674
1302,Make it a little brighter in the bedroom ,sample1302-0675
1303,Make it a little lis dark in here ,sample1303-0676
1304,Make it a little less dark in the back yard ,sample1304-0677
1305,Make it writer ,sample1305-0678
1306,I can't brighter in here ,sample1306-0679
1307,Can he changed the lights to pink ,sample1307-0068
1308,The brighter in the changing room ,sample1308-0680
1309,May get brighter in the changing room ,sample1309-0681
1310,Gabrielle in the dining room ,sample1310-0682
1311,Make it brighter in the large meeting room ,sample1311-0683
1312,Let your brighter in the living room ,sample1312-0684
1313,Make a brighter in the waiting room ,sample1313-0685
1314,The door ,sample1314-0686
1315,Make it darken here ,sample1315-0687
1316,Make it darken the changing room ,sample1316-0688
1317,Make it doc ,sample1317-0689
1318,Get your change their minds to pick everywhere ,sample1318-0069
1319,Make it the more in europe ,sample1319-0690
1320,Make it more dim ,sample1320-0691
1321,Make it so that the light is e ,sample1321-0692
1322,Make landale whom green ,sample1322-0693
1323,Make laundry room light brightness twenty ,sample1323-0694
1324,Make lights brighter ,sample1324-0695
1325,Make lights demur ,sample1325-0696
1326,Make lights less bright in the laundry her ,sample1326-0697
1327,Make lights bink ,sample1327-0698
1328,Make lou lights off ,sample1328-0699
1329,Add more lighting in the basement ,sample1329-0007
1330,Then he turns the lights to the color read ,sample1330-0070
1331,Make my bulbs less prey ,sample1331-0700
1332,Make my lights blue ,sample1332-0701
1333,Make my lights brighter ,sample1333-0702
1334,Make my lights green ,sample1334-0703
1335,Make my lads pink ,sample1335-0704
1336,Make parking lights go on ,sample1336-0705
1337,Make sure the whole relates are increased in greatness ,sample1337-0706
1338,Make sure the late braid that if so i can see ,sample1338-0707
1339,It sure there are no lights on ,sample1339-0708
1340,Make back arrant bracer ,sample1340-0709
1341,Can you change the patio late to blue ,sample1341-0071
1342,Nay the basement at ten per cent for the light savvy ,sample1342-0710
1343,Make the recent lights go on ,sample1343-0711
1344,Make the by brutal laid the matter ,sample1344-0712
1345,Make the bathroom lights arm ,sample1345-0713
1346,Make the bedroom light demurred ,sample1346-0714
1347,Make the bedroom lights hernan ,sample1347-0715
1348,Made and that joram light intensity ten ,sample1348-0716
1349,Make the board room light the twelve ,sample1349-0717
1350,Make the boardroom lights read ,sample1350-0718
1351,Makes the brightness at twelve per cent ,sample1351-0719
1352,Can you chanda bastable to read ,sample1352-0072
1353,Make the brightness in the kitchen seventy three ,sample1353-0720
1354,Make the brightness off my light thirty nine ,sample1354-0721
1355,Make the brides of the lights be at least two per cent ,sample1355-0722
1356,Make the pillar of the lightning ,sample1356-0723
1357,Who make the colour of the light read ,sample1357-0724
1358,Max and cubicle less bright ,sample1358-0725
1359,Make the cubicle light green ,sample1359-0726
1360,Make the cubicle lighting to be dimmer ,sample1360-0727
1361,Make them cubicle lads turn off ,sample1361-0728
1362,Can you darken the bedroom ,sample1362-0073
1363,Make dining room lights off please ,sample1363-0730
1364,Make day and bade a flat breda ,sample1364-0731
1365,Make the entrance might at twenty two ,sample1365-0732
1366,Make the did translate psmith tints ,sample1366-0733
1367,Make they got his rider ,sample1367-0734
1368,Make the keats bedroom brighter with more light ,sample1368-0735
1369,Make the geared to bear domelike dread ,sample1369-0736
1370,Make thickens bedroom by its each wall ,sample1370-0737
1371,Make the good ceylon breda ,sample1371-0738
1372,Make the kitchen brighter ,sample1372-0739
1373,Can you decrease the brightness ,sample1373-0074
1374,Make their laud to meeting room late stood that denied but brightness ,sample1374-0740
1375,Make the laundry room of a darker please ,sample1375-0741
1376,Make the laundry room lights read ,sample1376-0742
1377,Make the late breda ,sample1377-0743
1378,Make the late bunch bright a police ,sample1378-0744
1379,Make the light bulbs in the pantry that twenty brightness ,sample1379-0745
1380,Make the light bulbs pink ,sample1380-0746
1381,Make the light dimmer ,sample1381-0747
1382,Make the light green ,sample1382-0748
1383,Make the leyden a bathroom brighter ,sample1383-0749
1384,Can eat decrease the brightness enriched kids bedroom ,sample1384-0075
1385,Make glided into bedroom brighter ,sample1385-0750
1386,Make the light in the dining room red ,sample1386-0751
1387,Make the light in the boundary to too ,sample1387-0752
1388,Make the light turned red ,sample1388-0753
1389,Pink gliding bertie run here ,sample1389-0754
1390,Make the lighting brighter in the living room ,sample1390-0755
1391,Make the lady more intense than the bathroom ,sample1391-0756
1392,Make the lights a little rider and the laundry row ,sample1392-0757
1393,Make the lights blue ,sample1393-0758
1394,Make the lights blue ,sample1394-0759
1395,Then he had increased the brightness of the light obed ,sample1395-0076
1396,Make the lights blue ,sample1396-0760
1397,Make the lights brighter ,sample1397-0761
1398,Make the lights brighter in the studio ,sample1398-0762
1399,Make the lights brighter ,sample1399-0763
1400,Make the lights dimmer please ,sample1400-0764
1401,Make the lights five ,sample1401-0765
1402,Frank the lights go on ,sample1402-0766
1403,Make the light screen ,sample1403-0767
1404,Make the lights green please ,sample1404-0768
1405,Make the light in the bedroom less bright ,sample1405-0769
1406,Can you decrease the light intensity ,sample1406-0077
1407,Make the lies in the cellar at the two brightness ,sample1407-0770
1408,Make the lights in the getting a party nine fleece ,sample1408-0771
1409,Make the lights in the house brighter ,sample1409-0772
1410,Make the lights in the kid's room ten ,sample1410-0773
1411,Make the lighting the keerds bedroom green ,sample1411-0774
1412,Make the lights in the room lower ,sample1412-0775
1413,Made the lights in the studio to be at twelve ,sample1413-0776
1414,Make the lights in the toilets brighter ,sample1414-0777
1415,Make the lights less bright ,sample1415-0778
1416,Can you dim the lights in the lounge ,sample1416-0078
1417,Make the lights less bright ,sample1417-0780
1418,Make the lights more bright ,sample1418-0781
1419,Make the lights more bright in the bedroom ,sample1419-0782
1420,Make the lights not shine any more ,sample1420-0783
1421,Make the light spink ,sample1421-0784
1422,Make the late spink ,sample1422-0785
1423,Make the lights read ,sample1423-0786
1424,Meg the late that carlat ahead ,sample1424-0787
1425,Make the light turn off ,sample1425-0788
1426,Make of lights turn off in the waiting room ,sample1426-0789
1427,Can you increase the brightness of the lights in the bedroom ,sample1427-0079
1428,Make the lights done on ,sample1428-0790
1429,Make the living room dimmer ,sample1429-0791
1430,Make believing loom lightly bud ,sample1430-0792
1431,Make the lounge twenty two ,sample1431-0793
1432,Make them meeting room late snappy ,sample1432-0794
1433,Make the pantry five per cent in brightness ,sample1433-0795
1434,Make the pantry lights to twelve ,sample1434-0796
1435,Make the patio brighter ,sample1435-0797
1436,Make the room a bit darker ,sample1436-0798
1437,Make the room brighter ,sample1437-0799
1438,I've just brightness to fifty ,sample1438-0008
1439,Can you increase the brightness ,sample1439-0080
1440,Make the studio lighting to be at the twelve setting ,sample1440-0800
1441,Make the studio lights off ,sample1441-0801
1442,Make the toilets green lights ,sample1442-0802
1443,Make twenty two the brightness setting ,sample1443-0803
1444,May eugene's the like hooping please ,sample1444-0804
1445,More light please ,sample1445-0805
1446,More lights please ,sample1446-0806
1447,All w'ite men circling in the dining room table sire ,sample1447-0807
1448,My bedroom needs to be darker ,sample1448-0808
1449,No more lights in the garden ,sample1449-0809
1450,Can you any callista lightning level in the studio ,sample1450-0081
1451,O k alexa cut out lights in the pantry ,sample1451-0810
1452,O k google turn off lights and entire flat ,sample1452-0811
1453,O k google turn off lights ,sample1453-0812
1454,Whence you until the laundry room turn on the lights ,sample1454-0813
1455,Please turn on the lights ,sample1455-0814
1456,Placed the cellar lights in the off position ,sample1456-0815
1457,Plants the landing on leveled twenty two and the crucible ,sample1457-0816
1458,Please activate the lights ,sample1458-0817
1459,Please just the cubicle light so it's brighter ,sample1459-0818
1460,Please adjusts the light brightness to go lower please ,sample1460-0819
1461,Can you light up the basement a bent more ,sample1461-0082
1462,Please adjusts the life orbs to twelve ,sample1462-0820
1463,But his brightened the lance in the meeting room ,sample1463-0821
1464,Please change entrance lights to blue ,sample1464-0822
1465,Please change the lights to read on snapped ,sample1465-0823
1466,Please changed the brightness in the room ,sample1466-0824
1467,Grant's change the brightness lovell and parking area to twenty ,sample1467-0825
1468,Claire's change the brightness level in the back yard to fifty ,sample1468-0826
1469,Please gender caught out in the large meeting room do pink ,sample1469-0827
1470,Please can that got out of delayed thread ,sample1470-0828
1471,But he's changed colour to pink ,sample1471-0829
1472,Can you make it a ted brighter please ,sample1472-0083
1473,Please changed the college to read and the bathroom ,sample1473-0830
1474,Please changed the light colour in the kitchen to blue ,sample1474-0831
1475,Please came gliding to twelve and ahead ,sample1475-0832
1476,He's changed the light green ,sample1476-0833
1477,It is doing the lights in them he'd ingram permitted beauties ,sample1477-0834
1478,He's changed the lights to read in both sent out ,sample1478-0835
1479,For his change the lights to read ,sample1479-0836
1480,Please chance the lights through twenty two and the house ,sample1480-0837
1481,These two in the living room laid steward ,sample1481-0838
1482,He's got balfour light ,sample1482-0839
1483,Can you make it brighter inside ,sample1483-0084
1484,Please decrees the brightness ,sample1484-0840
1485,Please decrease the brightness ,sample1485-0841
1486,Please dim load ,sample1486-0842
1487,Please dammed the lights ,sample1487-0843
1488,He's flicked the lights on ,sample1488-0844
1489,Please get rid of the lights ,sample1489-0845
1490,Please get the lights off ,sample1490-0846
1491,Please go on and increase the brightness ,sample1491-0847
1492,Please have the waiting room be less bright ,sample1492-0848
1493,Please increase lights ,sample1493-0849
1494,Can you make a dimmer in here ,sample1494-0085
1495,Please increase the brightness of the lights ,sample1495-0850
1496,Please increase the brightness of the lights in the kid's rome ,sample1496-0851
1497,Please increase the brightness of the lights in the small meaty room ,sample1497-0852
1498,Please increase of greatness of the late ,sample1498-0853
1499,Please increase the garage lights ,sample1499-0854
1500,Please increase the loathing ,sample1500-0855
1501,Please increased delights in the office ,sample1501-0856
1502,These lower the brightness for me ,sample1502-0857
1503,Please lower the lights in the room ,sample1503-0858
1504,Please lower light ,sample1504-0859
1505,Can you make the bedroom lights go up ,sample1505-0086
1506,Please make a brighter ,sample1506-0860
1507,Please make the gala read ,sample1507-0861
1508,We'd make the entire flat blue ,sample1508-0862
1509,Please make the flop room blue ,sample1509-0863
1510,Please make delight loo ,sample1510-0864
1511,For his make the light read ,sample1511-0865
1512,Please make the lights brighter ,sample1512-0866
1513,Please meg dilates green ,sample1513-0867
1514,Please make the late screen in the dining room ,sample1514-0868
1515,Least begged the late spink ,sample1515-0869
1516,Can you make the brightness twelve ,sample1516-0087
1517,There's meg the lights pink that my bedroom ,sample1517-0870
1518,Please make the vestibule lighting to be at twelve ,sample1518-0871
1519,These put off the bounty lights ,sample1519-0872
1520,Please send it to fire ,sample1520-0873
1521,They sat alone to brightness at twenty two per cent ,sample1521-0874
1522,He sent the life muslim five ,sample1522-0875
1523,He said the brightness to five per cent ,sample1523-0876
1524,Please said the light brightness level abatement of thirty nine ,sample1524-0877
1525,He said the knight bulbs to him ,sample1525-0878
1526,Please said the office lights down ,sample1526-0879
1527,Can you make the lights belittle ,sample1527-0088
1528,Please at the office to twenty two for the intensity ,sample1528-0880
1529,Who is that the studio to level too for the light intensity ,sample1529-0881
1530,Please said the toilet lighting to too ,sample1530-0882
1531,Please said the toilet room like to too ,sample1531-0883
1532,Plant shut off the lighting ,sample1532-0884
1533,Please shut off the lights above the toilet ,sample1533-0885
1534,Please shut off the lights ,sample1534-0886
1535,Please stop the lights ,sample1535-0887
1536,Chris switch my lads on now ,sample1536-0888
1537,Please switch on the lights for the facilities ,sample1537-0889
1538,Can you make the late bray dat ,sample1538-0089
1539,Please switch on my cubicle light ,sample1539-0890
1540,He's rejoined the lights ,sample1540-0891
1541,Please reached the got out the light to be read bees ,sample1541-0892
1542,Faith switch to pink gliding ,sample1542-0893
1543,Please you shouldn't do that green late ,sample1543-0894
1544,Please turn down the brightness ,sample1544-0895
1545,Please turn down the white intensity ,sample1545-0896
1546,Please turn down the lights ,sample1546-0897
1547,For he has turned down the lights and the entrance area ,sample1547-0898
1548,Please turn down the lights and the pantry ,sample1548-0899
1549,I had just a bedroom ripeness level deservin debris ,sample1549-0009
1550,Can you make the lights dimmer in the living room ,sample1550-0090
1551,Please don't lights read enlarge meeting room ,sample1551-0900
1552,A prayers turn lighted thought ,sample1552-0901
1553,Please turn my leighton ,sample1553-0902
1554,Please don't know for light ,sample1554-0903
1555,Please turn off all the lights ,sample1555-0904
1556,Please turn off the solar lights ,sample1556-0905
1557,Please turn off the lighting ,sample1557-0906
1558,Please turn up the lighting ,sample1558-0907
1559,Please turn off the lights in the bedroom ,sample1559-0908
1560,Please turn off the lights in the bedroom ,sample1560-0909
1561,Can you make the lights green in the basement ,sample1561-0091
1562,He's stone of the lights in the west anew ,sample1562-0910
1563,He certainly fuliginous room ,sample1563-0911
1564,Please don't of delight ,sample1564-0912
1565,This done of that eyelids slates ,sample1565-0913
1566,He's told her my parking lights ,sample1566-0914
1567,Please turn on the lights ,sample1567-0915
1568,His turn on the lights in the entrance ,sample1568-0916
1569,Please don't on the needing gloom nights ,sample1569-0917
1570,There's turned down the brightness of the light bulbs just a bit ah ,sample1570-0918
1571,Please turned the brightness up ,sample1571-0919
1572,Can you make the lights green ,sample1572-0092
1573,Please turn that sell alight to thirty nine ,sample1573-0920
1574,These don't let her keep screwing ripeness to fifty ,sample1574-0921
1575,But his turned the kitchen lights on ,sample1575-0922
1576,He's doing the light on funnel ,sample1576-0923
1577,Please turned the lights down ,sample1577-0924
1578,Please turn a lights down in the waiting room ,sample1578-0925
1579,Please turn a lights down to a lower setting in the living room ,sample1579-0926
1580,We turned liked them ,sample1580-0927
1581,Please turn the lights off ,sample1581-0928
1582,Please stand the lights off in the garden ,sample1582-0929
1583,Can you make the lights in the office green ,sample1583-0093
1584,Please turn the lights up in this rome ,sample1584-0930
1585,Please turn the living when lights to twelve ,sample1585-0931
1586,Please turn the patio lights up for me ,sample1586-0932
1587,Please turn up lights in apartment ,sample1587-0933
1588,Hung up delighting in the toilets ,sample1588-0934
1589,Please don't of delight a bit more ,sample1589-0935
1590,Please turn up the lights ,sample1590-0936
1591,Please degrees the brightness ,sample1591-0937
1592,Please sat the brightness of the life holds two seventy three ,sample1592-0938
1593,Power on the lamps ,sample1593-0939
1594,Can you made it else i like green ,sample1594-0094
1595,Power on the lamps in the toilets ,sample1595-0940
1596,Hour on the light ,sample1596-0941
1597,Her on the lights in the bedroom ,sample1597-0942
1598,Power on the office lamps ,sample1598-0943
1599,Power the cubicle lamps to ten ,sample1599-0944
1600,However webster two per cent ,sample1600-0945
1601,Pa word the office lights ,sample1601-0946
1602,Put that some brightness to fifty ,sample1602-0947
1603,The lights in higher intentionally please ,sample1603-0948
1604,Put laid still blue ,sample1604-0949
1605,You please brightened at room up a bit ,sample1605-0095
1606,Put on the lights in the cellar at two per cent ,sample1606-0950
1607,Wouldn't bucking lights at nevers well ,sample1607-0951
1608,Or dubbed knight merci monsieur indefinitely ,sample1608-0952
1609,Put the cellar lights to awe ,sample1609-0953
1610,Put the kid's bedroom lights on twelve ,sample1610-0954
1611,Would the lighting to level den ,sample1611-0955
1612,Put the lights in the living room a level thirty nine ,sample1612-0956
1613,Or believes in memory england bill's win ,sample1613-0957
1614,Put the lights off in the bedroom ,sample1614-0958
1615,Put the lights on ,sample1615-0959
1616,Fanny pleased him about the whole nights stood at the leonard ,sample1616-0096
1617,But the lights on please ,sample1617-0960
1618,Put the liked to twelve per cent in the bathroom ,sample1618-0961
1619,Front the last two in the back yard ,sample1619-0962
1620,Would the packing brightness at plenty ,sample1620-0963
1621,Quickly put on the lads in the dining room as i am very hungry ,sample1621-0964
1622,Raise the lights on the changing room ,sample1622-0965
1623,Raise the light and the lodger ,sample1623-0966
1624,Reduce basement brightness to two per cent ,sample1624-0967
1625,Dost brightness ,sample1625-0968
1626,But i'd use brightness to fifteen the house ,sample1626-0969
1627,Can you plants change that brightness and the kid's room to twenty two ,sample1627-0097
1628,Reduce the brightness in my bedroom as i am going to sleep ,sample1628-0970
1629,Reduce the brightness and the better'n please ,sample1629-0971
1630,Red use delight the brightness in the background to levin then ,sample1630-0972
1631,Select pink light color ,sample1631-0973
1632,Set all lamps to level thirty nine and the studio ,sample1632-0974
1633,Set all lamps to two in the laundry room ,sample1633-0975
1634,Said brightness in bantry two seventy three bo'sun ,sample1634-0976
1635,Sat brightness to twenty please ,sample1635-0977
1636,Search cellar lights to fifty ,sample1636-0978
1637,But like color to blue ,sample1637-0979
1638,Can you please chance the brightness and the lounged to thirty nine ,sample1638-0098
1639,Sat lights to green ,sample1639-0980
1640,Satellites to level thirty nine ,sample1640-0981
1641,Said lights d'alembert twenty two ,sample1641-0982
1642,Satellites to awe ,sample1642-0983
1643,Satellites to twenty two per cent the basement ,sample1643-0984
1644,Sat all lights to too and the parking room place ,sample1644-0985
1645,Fed leaving groombride clever to twenty two ,sample1645-0986
1646,Saint my maid below the window duvall vagueness ,sample1646-0987
1647,Said the basement lights to too ,sample1647-0988
1648,Said the bathroom writes to the on position ,sample1648-0989
1649,Can you please change the colour of the blue ,sample1649-0099
1650,Said the bedroom light two to four greatness ,sample1650-0990
1651,Said the brightness in the bathroom at leveled fall ,sample1651-0991
1652,Said the brightness in the legend to twenty two ,sample1652-0992
1653,Set the brightness in the kid's room to level twenty two ,sample1653-0993
1654,Said the brightness in the living room to day ,sample1654-0994
1655,Set the brightness level of white to twenty ,sample1655-0995
1656,Said the brightness lovell two seventy three ,sample1656-0996
1657,Said the brightness of the light bulbs to fifty ,sample1657-0997
1658,Said the brightness of the light bulbs to fifty ,sample1658-0998
1659,Separate not stupid dean ,sample1659-0999
